year,brand,color,carbon_fiber_body,engine_config,horsepower,torque,weight_kg,zero_to_60_s,top_speed_mph,num_doors,transmission,drivetrain,market_region,mileage,num_owners,interior_material,brake_type,tire_brand,aero_package,limited_edition,has_warranty,last_service_date,service_history,non_original_parts,model,warranty_years,damage,damage_cost,damage_type,price,id
2023,Lamborghini,Red,0,V10,1242,1151,2033,2.55,253,2,automatic,AWD,Europe,10433,1,suede,carbon-ceramic,Bridgestone,0,0,1,2025-06-04,authorized,0,Huracan,2,0,,,771702.24,256kRgfMka
2025,Pagani,Green,1,V12,1546,1000,1516,2.49,266,2,automatic,RWD,Asia,15713,1,suede,steel,Pirelli,0,1,1,2024-12-10,independent,0,Zonda,2,1,55747.0,minor,2508366.19,HG2uW8tTDP
2022,Aston Martin,Green,0,V8,795,494,1537,2.27,214,2,dual-clutch,AWD,North America,9121,1,carbon_fiber,steel,Michelin,0,0,0,2024-08-27,independent,0,Valhalla,0,0,,,309087.97,V9yOzs83zV
2023,Ferrari,Black,0,V12,505,692,1550,3.7,203,2,dual-clutch,RWD,North America,10795,2,leather,carbon-ceramic,Bridgestone,1,0,0,2025-04-05,authorized,0,Portofino,0,0,,,335552.76,pAQZ4lZa4S
2024,McLaren,Yellow,1,V12,1049,424,1710,3.23,237,2,manual,AWD,Europe,17564,1,leather,steel,Michelin,1,0,1,2025-06-26,authorized,0,GT,5,0,,,526859.96,M1SRykYznn
2021,Bugatti,Blue,0,Electric,1180,671,1724,2.37,219,2,manual,AWD,North America,15835,3,suede,steel,Continental,0,0,1,2024-10-23,independent,0,Veyron,1,0,,,2788693.67,udDAXl3OHm
2023,Lamborghini,Silver,1,V10,1294,904,1691,2.35,222,2,dual-clutch,AWD,Asia,9231,3,leather,steel,Continental,1,0,0,2024-08-30,authorized,0,Sian,0,0,,,441381.05,6xvAnJUp8a
2021,Ferrari,Yellow,0,W16,702,565,1208,3.75,236,2,manual,AWD,Asia,1101,3,carbon_fiber,steel,Continental,0,0,1,2025-05-19,independent,0,SF90,5,1,77737.0,major,177517.95,xOoLP4oe9p
2025,Aston Martin,Black,0,W16,824,1161,1760,3.49,261,2,dual-clutch,AWD,Middle East,2099,1,suede,carbon-ceramic,Goodyear,0,0,0,2025-02-18,independent,0,DB11,0,0,,,512906.43,7gH4fufQMJ
2022,Pagani,Green,0,Electric,1324,486,1639,3.32,207,2,automatic,AWD,North America,513,3,carbon_fiber,steel,Pirelli,0,0,0,2025-05-12,independent,0,Zonda,0,0,,,1984132.9,bz85EFygPc
2020,Ferrari,Yellow,0,Hybrid,743,1053,1991,2.81,236,4,manual,RWD,North America,11324,3,carbon_fiber,carbon-ceramic,Michelin,0,0,1,2025-05-31,none,0,Roma,2,0,,,594195.06,0kWZ8pzYkP
2022,Koenigsegg,Yellow,0,W16,826,1045,2331,2.52,244,2,manual,RWD,Middle East,15491,3,alcantara,steel,Goodyear,1,0,0,2024-11-14,authorized,0,Regera,0,0,,,2788187.15,kMQBJ5GjDU
2023,Pagani,Green,0,V12,1486,1190,1232,3.96,232,2,dual-clutch,AWD,Europe,13693,3,carbon_fiber,carbon-ceramic,Michelin,1,0,1,2024-07-20,authorized,0,Huayra,1,1,34567.0,minor,2293406.67,kHKPQQUtAt
2021,Aston Martin,Orange,0,Electric,1570,1037,2246,3.59,206,2,automatic,AWD,Middle East,15923,2,alcantara,steel,Pirelli,0,0,1,2024-11-03,authorized,0,Valhalla,2,0,,,366963.42,EX0GmnjvRQ
2021,McLaren,Black,0,V8,1260,890,2044,2.6,221,4,manual,RWD,North America,1832,1,suede,carbon-ceramic,Bridgestone,0,0,1,2024-07-14,independent,0,GT,3,0,,,642669.67,7t4M9S8Hm8
2024,Bugatti,Green,1,V10,1536,540,1765,3.7,204,2,manual,RWD,Europe,10872,1,carbon_fiber,steel,Goodyear,0,0,0,2025-01-31,none,0,Chiron,0,1,49798.0,major,2098840.16,2YAdJXuqRu
2021,Aston Martin,Red,1,V10,1406,502,1248,3.52,214,2,dual-clutch,RWD,Asia,10290,3,leather,carbon-ceramic,Pirelli,1,0,1,2024-08-15,none,0,Valhalla,2,0,,,457042.34,OV118atrJw
2024,McLaren,Blue,0,V10,864,625,1661,2.59,220,2,automatic,AWD,Asia,7137,1,suede,carbon-ceramic,Goodyear,1,0,1,2025-04-25,none,0,600LT,5,1,91105.0,minor,560272.84,xRSc6ngD8l
2025,Lamborghini,Green,1,V12,572,974,1789,2.85,216,2,dual-clutch,AWD,Middle East,11358,3,carbon_fiber,carbon-ceramic,Continental,1,0,0,2025-05-26,none,0,Urus,0,0,,,713255.8,LydgdOvrIx
2020,Ferrari,Black,0,V8,1569,693,1535,2.37,255,2,automatic,AWD,Asia,5807,3,carbon_fiber,steel,Goodyear,1,0,0,2024-10-25,none,2,488 GTB,0,0,,,403984.6,lxD2eKD5yb
2023,Koenigsegg,White,1,Electric,773,705,2345,2.22,249,2,automatic,RWD,North America,15882,3,leather,steel,Bridgestone,0,0,1,2025-02-23,authorized,0,Agera,4,1,16507.0,totaled,2089025.0,9kubhmLt6G
2024,Pagani,Red,1,Electric,707,653,1558,3.45,206,2,dual-clutch,RWD,Middle East,14859,1,alcantara,carbon-ceramic,Bridgestone,0,0,0,2025-03-15,none,0,Zonda,0,0,,,1750204.62,yuWl9jc08V
2020,Pagani,White,1,V10,623,579,1545,2.54,249,2,dual-clutch,AWD,North America,19500,2,carbon_fiber,steel,Michelin,0,0,1,2024-11-05,independent,0,Huayra,5,0,,,3059638.94,yNH8hSLHEJ
2021,Ferrari,Silver,0,V8,1533,439,1392,3.64,259,2,automatic,RWD,North America,15137,1,carbon_fiber,carbon-ceramic,Goodyear,0,0,1,2025-03-09,authorized,0,F8 Tributo,5,1,55096.0,totaled,251059.61,eqvSNYZyrS
2021,Koenigsegg,Green,1,V8,1042,1175,1955,3.99,206,2,dual-clutch,AWD,Europe,11079,1,leather,carbon-ceramic,Continental,1,0,0,2024-12-12,authorized,0,Regera,0,0,,,2013958.61,GZz4au9kh1
2020,Ferrari,Red,0,V8,559,1100,2369,2.15,239,4,manual,AWD,Europe,4343,2,suede,steel,Bridgestone,1,0,0,2025-03-21,authorized,0,F8 Tributo,0,0,,,440654.86,Fqf3irUQh9
2021,Lamborghini,Blue,1,W16,1398,919,1677,2.95,244,2,manual,RWD,Europe,4628,1,carbon_fiber,steel,Michelin,0,0,0,2024-09-25,independent,0,Sian,0,1,93866.0,totaled,672252.36,bZyfXTv6wX
2025,McLaren,Green,0,W16,1385,1015,2027,3.6,258,2,manual,AWD,Asia,8981,2,alcantara,steel,Continental,0,1,0,2025-03-16,independent,0,P1,0,0,,,673715.81,Suzyofeo7I
2025,Aston Martin,Blue,1,V10,1281,1136,2089,3.58,254,2,manual,RWD,Europe,1300,3,alcantara,steel,Continental,0,1,1,2024-12-25,authorized,2,Valhalla,1,0,,,270252.11,oK00i7IpX6
2020,Pagani,Orange,1,V8,941,945,1852,3.52,263,2,manual,RWD,North America,1947,2,leather,steel,Continental,0,0,0,2025-06-30,independent,0,Huayra,0,0,,,2214205.73,yjIKnSBwPZ
2024,Lamborghini,Yellow,1,Hybrid,1410,635,1607,2.7,264,2,dual-clutch,AWD,Middle East,2242,3,alcantara,steel,Pirelli,0,0,0,2024-09-23,authorized,0,Sian,0,0,,,525181.56,h9QpiTcopV
2024,McLaren,White,0,V8,1525,862,1485,2.91,253,2,automatic,AWD,Middle East,15629,2,carbon_fiber,carbon-ceramic,Bridgestone,0,0,0,2024-11-24,none,0,P1,0,1,86988.0,totaled,312563.29,wBScq2vcbA
2020,Lamborghini,Red,1,Electric,1331,627,2050,3.19,239,2,dual-clutch,RWD,North America,17742,3,alcantara,carbon-ceramic,Pirelli,1,0,1,2025-04-29,independent,0,Aventador,3,0,,,759976.61,ci4yEyEkXb
2024,Koenigsegg,Blue,0,Electric,1507,1099,1310,3.95,252,2,manual,AWD,Asia,3656,1,carbon_fiber,carbon-ceramic,Pirelli,0,0,0,2025-04-21,none,0,Regera,0,0,,,2906257.78,gcFOStUbQM
2024,Pagani,Black,1,V10,1125,882,1819,2.66,243,2,manual,RWD,Middle East,16691,2,leather,steel,Bridgestone,0,0,1,2025-04-04,authorized,0,Huayra,1,1,34809.0,major,2034899.72,957K7gvzkq
2025,Aston Martin,Blue,0,Hybrid,1497,829,1992,3.85,262,2,dual-clutch,AWD,North America,1450,1,alcantara,carbon-ceramic,Goodyear,0,0,1,2024-12-10,none,0,Valhalla,2,1,36504.0,totaled,569021.85,1OB7TWqI3q
2024,Ferrari,Black,0,V8,1233,421,1249,2.54,201,2,dual-clutch,RWD,North America,7366,3,carbon_fiber,steel,Michelin,1,0,0,2024-12-20,authorized,0,F8 Tributo,0,0,,,563214.0,N4n0AEU28H
2022,Ferrari,Green,0,Hybrid,590,742,2237,3.98,220,2,automatic,RWD,North America,18507,2,suede,steel,Bridgestone,1,0,0,2025-03-31,authorized,0,Portofino,0,0,,,511390.78,94t3dQgGik
2023,McLaren,Red,0,V10,666,439,2357,3.34,249,2,manual,AWD,Middle East,2842,2,carbon_fiber,steel,Michelin,0,1,1,2024-10-28,authorized,0,GT,4,1,25021.0,major,612030.66,WdinJ0Uv7W
2021,Aston Martin,Blue,0,Electric,1458,572,1787,2.93,251,2,dual-clutch,AWD,Middle East,16017,2,carbon_fiber,carbon-ceramic,Goodyear,1,0,1,2024-08-18,independent,0,DB11,5,0,,,308971.64,poqlUQtvTD
2022,Bugatti,Silver,0,Electric,706,838,1795,3.23,208,2,automatic,RWD,Europe,13836,1,leather,carbon-ceramic,Bridgestone,0,0,0,2025-06-23,none,2,Chiron,0,0,,,1987606.64,h4CWFBWGcQ
2024,Koenigsegg,Blue,0,W16,1588,578,1869,2.55,219,2,manual,RWD,Europe,14186,3,carbon_fiber,steel,Continental,0,0,1,2025-02-06,independent,0,Regera,4,0,,,1549735.63,9zgDI7fDan
2025,McLaren,Orange,1,V10,1015,997,1513,2.55,217,2,manual,RWD,North America,1664,1,leather,carbon-ceramic,Bridgestone,0,0,0,2024-12-04,none,0,P1,0,0,,,443958.41,NhBYDK9YYw
2020,Bugatti,Silver,1,V10,1246,532,1805,2.23,229,2,manual,RWD,North America,14420,2,carbon_fiber,steel,Goodyear,0,0,0,2024-12-06,authorized,0,Chiron,0,1,45944.0,totaled,1712976.65,7DLZ2ZQQPz
2024,Lamborghini,Red,0,V8,805,750,1496,2.23,264,2,dual-clutch,AWD,North America,3948,3,carbon_fiber,steel,Pirelli,0,1,1,2025-07-01,authorized,0,Urus,4,1,48160.0,major,362325.94,fZqYMIVO8W
2025,Koenigsegg,Orange,0,V8,894,924,1768,2.7,223,2,manual,AWD,North America,3634,3,carbon_fiber,carbon-ceramic,Bridgestone,1,0,0,2025-04-23,independent,0,Agera,0,0,,,1892022.68,FhKkJZ9eE1
2023,Lamborghini,Blue,0,W16,1597,939,2387,3.53,246,2,manual,AWD,Middle East,16598,1,leather,steel,Continental,1,1,1,2025-06-16,authorized,0,Sian,2,1,76071.0,minor,526522.52,FNTUhl5CM0
2024,Aston Martin,Black,0,V12,686,905,2031,3.22,243,2,automatic,RWD,Europe,3072,1,carbon_fiber,steel,Bridgestone,0,0,1,2024-12-13,none,0,DB11,2,0,,,251302.27,Or7r3sMGou
2020,Pagani,Blue,1,Hybrid,1122,483,1809,2.21,228,2,dual-clutch,AWD,Asia,2459,2,leather,steel,Pirelli,0,0,1,2024-11-15,independent,0,Huayra,4,0,,,2115759.65,7eijgHk8Tp
2025,Koenigsegg,White,1,V12,1229,863,1215,3.7,267,2,automatic,RWD,North America,3706,2,suede,steel,Bridgestone,0,0,0,2025-05-11,authorized,0,Regera,0,1,32100.0,totaled,2164194.46,RAinDyd6aG
2025,Bugatti,Green,0,V12,739,742,2301,3.2,216,2,dual-clutch,RWD,Europe,17590,2,leather,carbon-ceramic,Continental,0,0,0,2025-03-09,independent,0,Veyron,0,0,,,2220287.93,6M01LGrRop
2025,Pagani,Yellow,0,V10,1032,679,1271,3.92,204,2,manual,AWD,North America,8601,2,suede,carbon-ceramic,Goodyear,0,0,0,2025-03-10,authorized,0,Zonda,0,1,23163.0,totaled,2559366.17,yrKBNl9DCf
2023,Ferrari,Black,0,Hybrid,640,662,1469,3.34,249,2,automatic,AWD,Middle East,3469,3,leather,steel,Continental,0,0,0,2024-09-12,authorized,0,Portofino,0,0,,,363514.41,C7gRqzKjUe
2024,Bugatti,White,1,V10,638,565,1486,2.35,239,2,dual-clutch,RWD,Asia,4847,2,leather,steel,Goodyear,1,1,0,2025-04-28,independent,0,Veyron,0,0,,,2082951.08,DLuxKyQL5c
2023,McLaren,Silver,1,Hybrid,958,692,1265,2.95,245,4,dual-clutch,RWD,Europe,348,2,carbon_fiber,steel,Continental,1,0,1,2024-12-20,independent,0,P1,5,1,75956.0,totaled,668618.2,9VbFYSLIUO
2021,Ferrari,Green,0,Electric,569,908,2079,3.3,250,2,manual,AWD,Europe,3651,2,alcantara,carbon-ceramic,Michelin,0,0,0,2024-09-26,none,0,Portofino,0,0,,,379247.59,dNW0BfRW5T
2021,Ferrari,Red,0,V10,884,979,1267,2.06,210,2,manual,RWD,Asia,2878,1,alcantara,carbon-ceramic,Bridgestone,0,0,1,2024-09-09,authorized,0,F8 Tributo,2,0,,,406835.99,xKxTst8TkK
2024,McLaren,Black,1,V10,1129,625,2278,2.03,211,2,automatic,AWD,Middle East,11857,1,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2024-11-07,independent,0,720S,5,0,,,355745.78,L4Tr3zBCjT
2023,Koenigsegg,Yellow,1,V10,697,569,2179,2.26,212,2,automatic,AWD,Asia,4749,1,suede,carbon-ceramic,Pirelli,0,0,1,2025-03-21,authorized,0,Jesko,2,1,31517.0,minor,2418944.28,lBfV4cVxo8
2020,Ferrari,Green,0,W16,704,997,2173,2.5,263,2,dual-clutch,RWD,Europe,11261,2,carbon_fiber,carbon-ceramic,Michelin,0,0,1,2024-09-11,authorized,0,488 GTB,5,0,,,363330.83,hyciggKQhu
2025,Aston Martin,Silver,0,V10,1067,1044,2391,2.86,207,2,automatic,RWD,Asia,11304,3,alcantara,steel,Pirelli,0,0,0,2024-10-11,independent,2,DB11,0,1,45501.0,totaled,224189.02,uYOemEhCfE
2025,Bugatti,Orange,0,V8,1481,847,1707,2.97,264,2,manual,RWD,Middle East,2,2,leather,carbon-ceramic,Bridgestone,0,0,0,2024-10-24,authorized,0,Veyron,0,0,,,3000978.64,NrYfwYfwly
2024,Pagani,Orange,0,V8,1304,1089,2036,2.28,208,2,automatic,RWD,Middle East,17501,1,carbon_fiber,carbon-ceramic,Pirelli,1,1,1,2025-06-14,independent,0,Huayra,5,0,,,3415119.19,655eD2d30F
2021,Ferrari,Yellow,0,Hybrid,1358,901,2325,3.35,201,2,automatic,RWD,North America,12694,1,suede,steel,Goodyear,0,0,1,2025-06-23,independent,0,Roma,3,1,97423.0,totaled,253139.0,1btG1HFGML
2021,Bugatti,Red,0,Electric,1381,1163,2085,3.19,212,2,dual-clutch,AWD,Asia,14353,2,carbon_fiber,carbon-ceramic,Michelin,1,0,0,2024-10-28,authorized,0,Chiron,0,0,,,2892765.35,OL9s7QGb00
2025,Lamborghini,Red,0,W16,1473,926,1993,2.59,201,2,manual,AWD,Asia,1517,3,alcantara,steel,Continental,0,0,1,2024-07-29,authorized,0,Urus,2,0,,,484308.8,V45WhFgllj
2024,Bugatti,Silver,0,Hybrid,1139,1134,1621,2.03,267,2,dual-clutch,AWD,Europe,10087,3,leather,steel,Goodyear,1,0,1,2024-09-29,authorized,0,Chiron,3,1,22727.0,major,2065446.42,P55A1Rcwpa
2023,Pagani,Black,1,V8,824,778,1974,2.16,247,2,manual,AWD,Middle East,19963,3,alcantara,carbon-ceramic,Continental,0,1,0,2024-09-08,none,2,Zonda,0,0,,,3394092.83,7RMMQYKiEv
2021,Bugatti,Silver,0,W16,941,600,1677,2.78,202,2,manual,RWD,Asia,13175,1,alcantara,carbon-ceramic,Pirelli,0,0,0,2024-12-22,authorized,0,Veyron,0,0,,,3487826.46,FjF92S7oBC
2023,McLaren,Blue,0,W16,1303,1018,2125,2.31,267,2,dual-clutch,AWD,Europe,18763,1,alcantara,carbon-ceramic,Bridgestone,0,0,1,2025-03-19,authorized,0,720S,4,1,24025.0,totaled,572321.2,KvjcxyecdA
2021,Pagani,Red,0,Electric,787,649,1319,2.75,205,2,automatic,RWD,North America,19207,3,alcantara,carbon-ceramic,Goodyear,0,0,0,2024-11-03,independent,0,Huayra,0,1,79035.0,minor,1662979.96,BSLN4w8RFb
2021,Koenigsegg,Green,0,W16,725,808,1687,3.26,204,2,dual-clutch,RWD,Asia,17232,2,leather,steel,Michelin,0,0,0,2024-10-22,none,0,Regera,0,0,,,2616422.6,xTmc5XWiGf
2022,Lamborghini,Blue,1,V10,1587,1000,2384,3.09,202,2,automatic,RWD,Asia,5036,3,alcantara,steel,Continental,1,0,0,2024-11-04,none,0,Urus,0,0,,,740848.11,imutA3Lu1R
2021,McLaren,Orange,0,W16,1466,524,1277,2.46,209,2,dual-clutch,RWD,Europe,16589,2,suede,carbon-ceramic,Goodyear,1,0,1,2024-07-28,authorized,0,720S,5,1,46614.0,minor,484666.02,iarWrebdTS
2020,Koenigsegg,Orange,0,Electric,1437,512,2261,2.69,242,2,dual-clutch,RWD,Europe,520,1,suede,steel,Bridgestone,0,0,1,2025-02-24,authorized,0,Jesko,5,0,,,2825237.62,D9W45cyoSz
2024,Bugatti,White,1,Hybrid,1059,536,1640,3.23,218,2,automatic,AWD,Middle East,19960,1,alcantara,steel,Michelin,0,0,0,2025-06-24,independent,0,Veyron,0,0,,,2974160.31,5bKCY8tXu9
2024,Pagani,Yellow,0,Electric,1213,1158,1661,3.72,213,4,automatic,RWD,Middle East,15705,1,suede,steel,Michelin,0,0,0,2024-08-11,none,1,Huayra,0,0,,,3316110.98,8J5YpfvklP
2023,Lamborghini,Blue,1,Electric,997,895,1811,3.51,220,2,automatic,RWD,Middle East,6258,3,alcantara,carbon-ceramic,Continental,1,0,0,2025-05-11,authorized,2,Sian,0,0,,,364707.94,IZgcxbN5Tj
2021,McLaren,Yellow,0,V8,1348,1077,2116,3.11,242,2,dual-clutch,AWD,Asia,2134,3,leather,steel,Goodyear,1,0,0,2024-10-27,authorized,0,720S,0,1,78051.0,totaled,481448.81,ePfswCOIGD
2020,Koenigsegg,Silver,0,V10,1425,549,2315,2.72,227,2,automatic,AWD,Europe,15454,1,leather,steel,Goodyear,0,0,0,2024-08-24,authorized,0,Jesko,0,0,,,2139727.59,tuELSi1Egr
2023,Koenigsegg,Blue,0,V8,559,742,1808,2.73,220,2,automatic,AWD,Middle East,4838,1,suede,steel,Michelin,0,0,0,2025-03-17,authorized,0,Jesko,0,0,,,2275588.51,ZibqkBkQae
2022,Lamborghini,Silver,0,Hybrid,756,979,1205,3.76,235,2,automatic,RWD,Asia,18859,1,suede,carbon-ceramic,Pirelli,1,0,0,2024-09-08,independent,0,Aventador,0,1,99298.0,minor,644054.64,mAZ04jBJKq
2023,Aston Martin,White,1,V12,1076,1132,1880,2.08,223,2,manual,RWD,Middle East,785,3,alcantara,steel,Michelin,0,0,1,2025-03-09,authorized,0,Vantage,1,1,29134.0,major,395128.16,ZtVzbeK94g
2023,Bugatti,Red,1,Hybrid,738,1182,2094,3.98,253,2,automatic,RWD,North America,8143,3,carbon_fiber,steel,Bridgestone,0,0,0,2024-09-22,authorized,0,Chiron,0,0,,,1696176.02,89HwzbhlZu
2021,Lamborghini,Orange,0,V10,537,720,1470,3.33,237,2,automatic,RWD,Asia,15050,1,alcantara,steel,Goodyear,0,0,0,2025-06-13,authorized,0,Sian,0,0,,,363853.33,IIzo2zFWDs
2022,Koenigsegg,White,0,W16,524,931,2010,3.36,216,2,automatic,AWD,Middle East,13635,3,alcantara,steel,Continental,1,0,0,2024-11-11,authorized,0,Regera,0,1,24073.0,totaled,2758890.94,DDwz5LgNIo
2023,Ferrari,Orange,1,Electric,909,688,1758,2.08,221,2,manual,AWD,Middle East,10982,3,leather,steel,Goodyear,0,1,1,2024-11-03,authorized,0,Roma,2,1,8864.0,major,457757.09,MrQBOOaWCV
2020,McLaren,Red,1,V12,960,888,1298,3.21,244,2,manual,AWD,North America,13409,3,carbon_fiber,steel,Michelin,1,0,0,2025-01-10,authorized,2,720S,0,0,,,410110.53,8C6AOCV1Bs
2020,Lamborghini,Silver,0,V10,1487,891,1725,2.97,260,2,automatic,AWD,North America,15988,3,carbon_fiber,steel,Bridgestone,0,0,1,2024-10-31,none,0,Sian,4,0,,,761408.4,jEeatSmmSg
2024,Aston Martin,Red,0,V8,856,1011,1393,2.21,210,2,automatic,AWD,Middle East,18541,1,alcantara,carbon-ceramic,Pirelli,0,0,1,2024-08-06,authorized,0,DB11,4,0,,,357847.93,tmErP3VGmd
2022,Koenigsegg,Orange,0,Electric,882,651,2380,2.56,260,4,automatic,AWD,Middle East,3528,1,leather,carbon-ceramic,Goodyear,0,1,1,2024-10-14,independent,0,Agera,2,0,,,1539030.61,I0mmsstC45
2022,Bugatti,Orange,1,Hybrid,1068,476,2338,3.78,237,2,automatic,RWD,Europe,3559,3,suede,carbon-ceramic,Michelin,1,0,1,2024-07-23,none,0,Chiron,1,0,,,2578075.89,8G64KX3S3h
2024,Koenigsegg,Yellow,0,V8,1571,1046,1595,3.1,265,2,manual,RWD,Middle East,14120,1,leather,carbon-ceramic,Michelin,0,1,0,2025-01-26,authorized,0,Jesko,0,1,59269.0,major,2333007.01,OxTvZNxvag
2023,Bugatti,Green,0,V10,932,791,1969,2.83,232,2,automatic,AWD,Middle East,2937,1,suede,carbon-ceramic,Michelin,0,0,0,2024-12-28,authorized,0,Veyron,0,0,,,2835018.88,lxwhkHkDAR
2022,Lamborghini,White,1,V10,555,811,2223,2.15,242,2,manual,AWD,Europe,8138,1,leather,carbon-ceramic,Bridgestone,0,1,1,2025-04-03,authorized,0,Sian,1,0,,,358381.23,tMfqCDtrEo
2020,Bugatti,Blue,0,Hybrid,1076,572,2079,3.43,230,2,dual-clutch,AWD,Europe,5141,2,carbon_fiber,steel,Michelin,0,1,0,2024-07-14,independent,0,Chiron,0,0,,,2488149.61,MwELaF3pEh
2020,Pagani,Orange,0,V12,767,600,1944,3.41,234,4,manual,AWD,Middle East,17105,1,leather,carbon-ceramic,Michelin,1,0,0,2025-06-18,independent,0,Huayra,0,0,,,1874997.55,pwuSoEmcLV
2021,Pagani,White,0,Hybrid,568,616,1882,3.23,236,2,dual-clutch,RWD,Europe,17307,1,alcantara,carbon-ceramic,Michelin,0,0,1,2025-02-28,authorized,0,Huayra,2,0,,,2116042.78,ghD7Mhgjsq
2022,Pagani,Yellow,0,W16,1401,775,1214,3.02,246,4,manual,RWD,Asia,835,3,suede,carbon-ceramic,Goodyear,1,0,1,2025-03-22,none,0,Huayra,5,0,,,2716299.14,3YaxWayIjf
2023,Aston Martin,Red,0,V8,1292,1119,1567,2.87,222,2,manual,RWD,North America,18877,3,leather,carbon-ceramic,Michelin,1,1,1,2025-02-17,independent,0,DB11,5,0,,,575436.54,1e0itHImOM
2024,Aston Martin,Yellow,0,V12,756,985,1837,3.19,235,2,manual,AWD,Asia,2979,2,leather,steel,Bridgestone,0,1,1,2024-08-08,authorized,0,Valhalla,4,1,44760.0,major,494820.09,im6V7flfT8
2024,Ferrari,Black,0,Electric,1171,410,2052,2.47,239,2,automatic,AWD,North America,10517,2,suede,steel,Goodyear,1,0,1,2025-02-24,independent,0,Roma,2,1,88472.0,totaled,297302.24,HA5EDuiU8t
2023,Aston Martin,Black,0,W16,989,1198,1899,3.88,214,2,manual,AWD,North America,12116,1,leather,steel,Michelin,0,0,1,2024-08-08,authorized,1,Valhalla,5,0,,,306330.74,O3llU9wzdy
2025,Lamborghini,Blue,1,V12,1245,1167,1204,3.18,236,4,automatic,RWD,Middle East,2424,1,suede,steel,Pirelli,0,1,0,2025-02-04,independent,0,Urus,0,1,40887.0,minor,686744.43,qfFwLxwXPH
2021,Koenigsegg,Yellow,1,V8,548,411,1430,2.62,203,2,manual,RWD,North America,14567,3,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2024-08-31,authorized,0,Jesko,1,0,,,2254873.0,hBbMto9KSY
2024,Koenigsegg,Silver,0,V10,815,989,2372,2.9,221,2,manual,RWD,Asia,16104,1,suede,steel,Pirelli,1,1,0,2024-12-30,independent,0,Jesko,0,1,29632.0,minor,2226470.4,s2HHNyyLNT
2022,Ferrari,Blue,0,Electric,912,834,2211,3.61,221,2,dual-clutch,AWD,Middle East,14927,1,suede,carbon-ceramic,Bridgestone,0,1,1,2025-03-17,authorized,0,F8 Tributo,2,1,22241.0,minor,322725.57,w8ny1LcQUj
2021,Aston Martin,Silver,0,Hybrid,933,1083,1785,2.32,216,2,manual,RWD,Europe,4521,1,carbon_fiber,steel,Pirelli,0,1,0,2025-01-25,independent,0,Vantage,0,0,,,381298.73,qJH0sSbiXX
2022,Bugatti,Blue,0,V8,1525,1007,1368,2.59,237,4,automatic,RWD,Asia,11318,1,leather,carbon-ceramic,Michelin,1,0,0,2025-02-04,authorized,2,Veyron,0,1,8433.0,totaled,3474005.26,INWVUFR8NU
2020,Ferrari,Black,0,W16,919,772,1960,3.36,223,2,dual-clutch,AWD,Middle East,14280,1,leather,carbon-ceramic,Pirelli,1,0,1,2025-04-05,independent,0,Roma,4,0,,,552937.85,htzEl0p12I
2021,Bugatti,Blue,1,W16,1343,672,1991,2.63,205,2,dual-clutch,RWD,North America,14776,1,carbon_fiber,steel,Pirelli,0,0,0,2025-03-25,authorized,0,Veyron,0,0,,,1700126.48,QhQeeq8InF
2024,Bugatti,Black,0,V10,1415,1090,2199,3.59,267,2,manual,AWD,Asia,18760,1,alcantara,steel,Bridgestone,0,1,1,2025-05-01,authorized,0,Chiron,5,0,,,2993610.9,JTzxxb8PFH
2021,McLaren,Orange,0,V10,933,975,1351,2.26,205,2,manual,AWD,North America,15180,1,suede,steel,Michelin,0,0,1,2025-03-08,authorized,0,600LT,5,1,85864.0,major,442846.66,ri5n1JPoLC
2021,Koenigsegg,Red,0,Electric,1142,908,2215,3.53,225,2,dual-clutch,AWD,Middle East,16837,3,leather,steel,Bridgestone,0,0,1,2024-11-23,authorized,0,Regera,1,0,,,3465085.15,17WTjI89NB
2021,Pagani,Silver,1,Hybrid,556,531,1423,2.14,240,2,automatic,RWD,Middle East,3459,2,leather,steel,Michelin,0,0,0,2025-02-17,independent,0,Huayra,0,0,,,3101424.92,eXXqbz7HRI
2025,Aston Martin,Yellow,0,Electric,1463,1183,1703,2.03,237,2,manual,RWD,Europe,19931,1,suede,steel,Continental,0,0,0,2024-10-22,none,0,Vantage,0,0,,,354278.43,FTvGvV5QrI
2021,Bugatti,Orange,1,V10,1476,718,1243,3.8,242,2,dual-clutch,AWD,Europe,1148,3,suede,steel,Goodyear,0,1,1,2024-07-13,independent,0,Chiron,5,0,,,3111748.67,epBNxCVjCM
2022,McLaren,Orange,0,V10,545,1020,1896,3.16,252,4,automatic,RWD,Asia,16906,1,suede,carbon-ceramic,Goodyear,1,0,0,2025-02-21,none,0,600LT,0,1,84377.0,totaled,703380.73,hHHpKEQFru
2020,Koenigsegg,Blue,1,W16,916,1184,1703,2.7,214,2,manual,AWD,Europe,4577,1,alcantara,steel,Bridgestone,0,0,0,2025-01-21,authorized,0,Agera,0,0,,,2371964.11,zYk2kNQku9
2023,Pagani,Black,1,V10,1347,567,2129,2.47,255,2,dual-clutch,RWD,North America,16505,2,carbon_fiber,carbon-ceramic,Michelin,0,0,0,2025-05-10,authorized,0,Huayra,0,0,,,3275855.89,lTIZ0gVim1
